Timestamp,Duration,Protocol,SourceIP,DestinationIP,SourcePort,DestinationPort,PacketCount,BytesSent,BytesReceived,Label
2023-10-01 08:00:50,30.79382131425885,UDP,192.168.1.238,192.168.1.4,32944,789,953,362218,938761,Attack
2023-10-01 08:00:53,70.92221610410824,TCP,192.168.1.50,192.168.1.233,23825,558,299,724819,191121,Attack
2023-10-01 08:00:53,64.7617185649017,ICMP,192.168.1.223,192.168.1.217,64367,273,776,163860,489521,Attack
2023-10-01 08:00:54,18.036209402698955,TCP,192.168.1.117,192.168.1.152,1801,582,697,109634,741100,Normal
2023-10-01 08:00:55,94.60406273574645,TCP,192.168.1.186,192.168.1.141,21162,746,123,1115627,153049,Attack
2023-10-01 08:00:56,31.490511369662265,TCP,192.168.1.182,192.168.1.90,39175,705,533,241464,247892,Normal
2023-10-01 08:00:58,29.958655970735826,TCP,192.168.1.39,192.168.1.173,39935,593,504,150613,241816,Attack
2023-10-01 08:01:00,58.65813737757441,TCP,192.168.1.230,192.168.1.115,24026,345,328,69786,191183,Attack
2023-10-01 08:01:03,43.010722322395765,UDP,192.168.1.128,192.168.1.13,32566,717,466,910416,100943,Normal
2023-10-01 08:01:05,80.12397803722627,UDP,192.168.1.23,192.168.1.145,18020,754,335,196360,880426,Attack
2023-10-01 08:01:06,25.669627696887034,UDP,192.168.1.109,192.168.1.6,40507,613,677,66084,362973,Attack
2023-10-01 08:01:06,70.51040544818767,TCP,192.168.1.183,192.168.1.152,19024,539,349,6055,3941,Normal
2023-10-01 08:01:08,19.36591771863968,ICMP,192.168.1.99,192.168.1.250,29490,989,917,241136,279575,Attack
2023-10-01 08:01:09,24.27338977784811,TCP,192.168.1.230,192.168.1.127,25177,359,275,108979,160113,Normal
2023-10-01 08:01:11,90.01117695233886,ICMP,192.168.1.74,192.168.1.109,3418,794,854,530851,478790,Normal
2023-10-01 08:01:13,98.2480775972188,TCP,192.168.1.81,192.168.1.43,53880,38,509,1054586,150276,Attack
2023-10-01 08:01:13,89.81496987276839,UDP,192.168.1.41,192.168.1.54,64606,675,38,340491,1076462,Attack
2023-10-01 08:01:14,40.770437036348625,ICMP,192.168.1.15,192.168.1.76,18162,701,691,160187,86284,Attack
2023-10-01 08:01:16,71.8671056548263,UDP,192.168.1.37,192.168.1.251,15552,782,229,240851,386851,Normal
2023-10-01 08:01:18,99.23070935695173,ICMP,192.168.1.255,192.168.1.238,21179,391,31,224236,251851,Attack
2023-10-01 08:01:19,33.90113190392743,ICMP,192.168.1.186,192.168.1.48,14815,1016,639,334596,300793,Normal
2023-10-01 08:01:19,44.66181944888253,TCP,192.168.1.226,192.168.1.156,12616,963,125,1291753,84211,Attack
2023-10-01 08:01:21,56.53371218233395,UDP,192.168.1.200,192.168.1.128,32263,314,574,26364,43083,Attack
2023-10-01 08:01:23,33.826506272403854,TCP,192.168.1.41,192.168.1.136,34647,500,32,543954,530330,Normal
2023-10-01 08:01:25,6.1715461236897635,ICMP,192.168.1.42,192.168.1.134,39814,960,46,964152,99785,Attack
2023-10-01 08:01:25,7.5696961582102045,TCP,192.168.1.44,192.168.1.190,29300,645,909,86699,1367035,Normal
2023-10-01 08:01:26,99.49754593731359,UDP,192.168.1.13,192.168.1.138,14708,567,228,196526,298307,Normal
2023-10-01 08:01:27,48.26344395708798,UDP,192.168.1.139,192.168.1.57,26762,247,368,203981,58044,Normal
2023-10-01 08:01:30,59.470507030966026,TCP,192.168.1.122,192.168.1.216,58357,346,339,1012229,199672,Attack
2023-10-01 08:01:31,33.366564459882696,ICMP,192.168.1.186,192.168.1.206,13653,479,32,544493,283127,Attack
2023-10-01 08:01:33,45.74403215491505,TCP,192.168.1.244,192.168.1.230,20786,771,203,590115,69954,Attack
2023-10-01 08:01:33,19.72268903408888,UDP,192.168.1.221,192.168.1.11,55696,702,325,454065,780702,Attack
2023-10-01 08:01:34,9.176532076205191,ICMP,192.168.1.105,192.168.1.222,64872,991,88,534908,591163,Normal
2023-10-01 08:01:36,10.447205251039716,UDP,192.168.1.235,192.168.1.226,9188,129,856,8776,26071,Attack
2023-10-01 08:01:37,13.805103330689084,UDP,192.168.1.202,192.168.1.140,27900,83,413,365843,432765,Normal
2023-10-01 08:01:39,84.4663963291303,ICMP,192.168.1.80,192.168.1.19,22831,732,441,1093922,276265,Normal
2023-10-01 08:01:41,91.99842786084409,TCP,192.168.1.160,192.168.1.10,11658,373,642,111471,640017,Attack
2023-10-01 08:01:42,44.335709295951645,UDP,192.168.1.167,192.168.1.96,57250,120,532,203138,1142655,Normal
2023-10-01 08:01:44,40.08163562286953,TCP,192.168.1.21,192.168.1.120,30353,579,107,139443,635563,Attack
2023-10-01 08:01:45,21.802985538541652,TCP,192.168.1.132,192.168.1.139,38120,769,869,218571,201788,Attack
2023-10-01 08:01:46,79.82581816789335,UDP,192.168.1.21,192.168.1.199,41941,943,316,165326,186239,Normal
2023-10-01 08:01:46,44.00044144936028,ICMP,192.168.1.179,192.168.1.229,38510,680,522,166031,495946,Normal
2023-10-01 08:01:47,53.178919520618116,ICMP,192.168.1.119,192.168.1.243,9467,675,345,435531,471380,Normal
2023-10-01 08:01:47,96.74844902874325,UDP,192.168.1.209,192.168.1.160,60329,258,837,159829,315366,Normal
2023-10-01 08:01:49,37.84701986968514,ICMP,192.168.1.194,192.168.1.45,7287,566,979,274456,182775,Normal
2023-10-01 08:01:50,73.2318741061232,TCP,192.168.1.15,192.168.1.173,17228,475,871,180852,985191,Normal
2023-10-01 08:01:51,2.9795366737444096,UDP,192.168.1.62,192.168.1.195,24904,810,645,515827,602373,Attack
2023-10-01 08:01:52,36.74891309152491,ICMP,192.168.1.41,192.168.1.247,36694,417,469,282322,775658,Normal
2023-10-01 08:01:53,28.328136587113807,ICMP,192.168.1.52,192.168.1.161,11051,566,120,236432,871987,Attack
2023-10-01 08:01:54,72.95369500174648,UDP,192.168.1.15,192.168.1.88,3661,295,861,545811,488397,Attack
2023-10-01 08:01:56,25.263121094303276,TCP,192.168.1.229,192.168.1.175,33331,799,15,16268,8898,Normal
2023-10-01 08:01:56,36.1431660914893,TCP,192.168.1.202,192.168.1.238,50820,199,977,128055,75481,Attack
2023-10-01 08:01:56,6.809829131538692,TCP,192.168.1.233,192.168.1.120,6805,1006,772,242351,1133450,Normal
2023-10-01 08:01:57,28.9988330890524,ICMP,192.168.1.232,192.168.1.28,61767,196,630,346299,263633,Attack
2023-10-01 08:01:59,39.38824771159594,UDP,192.168.1.116,192.168.1.174,21329,371,602,267724,373245,Normal
2023-10-01 08:02:00,61.38530281370051,TCP,192.168.1.237,192.168.1.136,20566,190,967,1175332,171980,Attack
2023-10-01 08:02:01,16.146411301122765,TCP,192.168.1.193,192.168.1.153,36843,991,585,285203,138235,Attack
2023-10-01 08:02:01,16.996375776837922,UDP,192.168.1.107,192.168.1.115,5432,702,304,20909,195162,Normal
2023-10-01 08:02:02,31.249541902156597,UDP,192.168.1.206,192.168.1.220,22946,708,258,56550,11564,Normal
2023-10-01 08:02:03,64.7190569455391,TCP,192.168.1.108,192.168.1.219,14315,355,152,588268,347421,Normal
2023-10-01 08:02:03,90.65849927294724,ICMP,192.168.1.66,192.168.1.121,49746,680,762,452385,905694,Normal
2023-10-01 08:02:05,76.02778922450325,TCP,192.168.1.119,192.168.1.227,20649,779,198,416338,237573,Attack
2023-10-01 08:02:07,20.426118943149973,TCP,192.168.1.229,192.168.1.144,50741,756,233,1042593,161044,Attack
2023-10-01 08:02:09,35.98524155351301,UDP,192.168.1.57,192.168.1.15,1577,289,324,208427,418519,Normal
2023-10-01 08:02:10,12.978115008060897,ICMP,192.168.1.255,192.168.1.136,19753,33,378,53123,276552,Attack
2023-10-01 08:02:12,3.517009064808041,UDP,192.168.1.54,192.168.1.108,17944,374,590,726153,718100,Normal
2023-10-01 08:02:13,40.96692820721819,TCP,192.168.1.102,192.168.1.74,41849,740,648,31135,25327,Normal
2023-10-01 08:02:13,66.29437884730662,TCP,192.168.1.51,192.168.1.215,65450,879,933,124138,44719,Attack
2023-10-01 08:02:14,94.62808107622959,TCP,192.168.1.14,192.168.1.13,42866,756,516,169127,272893,Attack
2023-10-01 08:02:14,2.6093853416321755,UDP,192.168.1.92,192.168.1.125,49950,916,165,606349,875273,Normal
2023-10-01 08:02:17,50.82514859372369,TCP,192.168.1.217,192.168.1.131,20579,869,768,214704,62416,Normal
2023-10-01 08:02:17,94.0898277215756,ICMP,192.168.1.239,192.168.1.244,9405,892,528,731184,239480,Attack
2023-10-01 08:02:18,45.99494989179881,UDP,192.168.1.97,192.168.1.172,32672,237,754,546403,689607,Normal
2023-10-01 08:02:20,6.7938075965106925,UDP,192.168.1.35,192.168.1.240,22848,272,723,327260,83804,Attack
2023-10-01 08:02:21,24.3794401715822,TCP,192.168.1.40,192.168.1.14,33889,385,341,288401,224499,Normal
2023-10-01 08:02:22,30.186130038206947,ICMP,192.168.1.229,192.168.1.102,30842,158,908,57905,11694,Normal
2023-10-01 08:02:23,7.472832371891225,TCP,192.168.1.218,192.168.1.173,39251,669,543,490403,550250,Attack
2023-10-01 08:02:26,47.91312401620089,TCP,192.168.1.14,192.168.1.57,61230,157,859,928014,168162,Normal
2023-10-01 08:02:26,10.515918653375667,UDP,192.168.1.21,192.168.1.245,41876,158,732,71445,1320505,Normal
2023-10-01 08:02:26,11.146021292324859,ICMP,192.168.1.245,192.168.1.123,28984,152,450,194832,231588,Attack
2023-10-01 08:02:27,95.4770784132124,ICMP,192.168.1.177,192.168.1.236,18867,473,286,600312,346106,Normal
2023-10-01 08:02:30,64.89426492462137,ICMP,192.168.1.134,192.168.1.10,48479,396,261,59888,855456,Attack
2023-10-01 08:02:32,80.9949864068215,TCP,192.168.1.77,192.168.1.227,58535,717,237,1042450,192877,Attack
2023-10-01 08:02:34,30.33271405442933,TCP,192.168.1.232,192.168.1.136,51134,335,527,82376,39098,Attack
2023-10-01 08:02:36,79.6833858381234,ICMP,192.168.1.219,192.168.1.183,49302,202,490,36908,20878,Normal
2023-10-01 08:02:38,51.74073716817165,ICMP,192.168.1.190,192.168.1.63,43480,619,372,686236,366954,Attack
2023-10-01 08:02:40,23.567815903697355,ICMP,192.168.1.31,192.168.1.158,52969,502,904,177304,352157,Attack
2023-10-01 08:02:41,18.214761074278975,UDP,192.168.1.7,192.168.1.234,22186,177,897,116890,361054,Attack
2023-10-01 08:02:41,82.66036026616464,TCP,192.168.1.27,192.168.1.186,39690,181,717,36456,7937,Normal
2023-10-01 08:02:42,56.43035641405333,ICMP,192.168.1.90,192.168.1.80,8831,380,170,488167,289937,Normal
2023-10-01 08:02:45,10.725476484929041,UDP,192.168.1.81,192.168.1.41,2154,705,852,246108,217015,Attack
2023-10-01 08:02:45,12.829478010227625,UDP,192.168.1.46,192.168.1.14,47235,132,616,825572,333410,Normal
2023-10-01 08:02:46,17.552962030489628,ICMP,192.168.1.167,192.168.1.39,46625,523,638,193566,108802,Attack
2023-10-01 08:02:46,26.219895252318892,TCP,192.168.1.20,192.168.1.34,4560,982,644,236822,775383,Attack
2023-10-01 08:02:47,54.298053376305965,ICMP,192.168.1.30,192.168.1.66,19659,387,186,631455,704220,Attack
2023-10-01 08:02:49,91.0530065078092,UDP,192.168.1.69,192.168.1.111,26268,347,738,786795,52680,Attack
2023-10-01 08:02:49,40.07444084394831,UDP,192.168.1.48,192.168.1.98,19152,691,321,178853,633155,Normal
2023-10-01 08:02:50,25.051872878986124,UDP,192.168.1.160,192.168.1.127,2501,429,605,159418,108872,Normal
2023-10-01 08:02:51,75.20128287303108,ICMP,192.168.1.199,192.168.1.126,54535,385,554,698930,53397,Normal
2023-10-01 08:02:53,81.78184000785458,TCP,192.168.1.120,192.168.1.57,11108,326,64,433083,691309,Attack
2023-10-01 08:02:55,71.18700180133351,ICMP,192.168.1.180,192.168.1.223,35277,374,126,140633,1071662,Attack
2023-10-01 08:02:55,12.67271628548694,ICMP,192.168.1.96,192.168.1.33,42929,440,821,333602,568379,Attack
2023-10-01 08:02:57,48.78933565091608,TCP,192.168.1.63,192.168.1.1,23434,52,970,212188,650694,Normal
2023-10-01 08:03:00,87.18236242722952,TCP,192.168.1.79,192.168.1.174,24511,425,819,99342,823031,Normal
2023-10-01 08:03:01,10.688250235249486,ICMP,192.168.1.58,192.168.1.151,4960,585,545,354881,1069617,Normal
2023-10-01 08:03:01,9.089372078784418,TCP,192.168.1.169,192.168.1.68,54951,484,165,858662,599590,Normal
2023-10-01 08:03:03,69.21578212247135,TCP,192.168.1.229,192.168.1.169,52767,847,416,95602,227081,Normal
2023-10-01 08:03:04,59.62269020776709,UDP,192.168.1.79,192.168.1.238,18831,870,885,481086,218098,Attack
2023-10-01 08:03:05,3.103290461719299,ICMP,192.168.1.111,192.168.1.205,46426,694,110,289940,463682,Normal
2023-10-01 08:03:06,12.00513353154281,UDP,192.168.1.65,192.168.1.74,64403,1009,359,238094,1124594,Normal
2023-10-01 08:03:08,59.042466533783944,ICMP,192.168.1.153,192.168.1.126,41091,742,806,30722,575362,Attack
2023-10-01 08:03:10,89.45575252080066,UDP,192.168.1.141,192.168.1.140,21408,716,873,919835,362354,Normal
2023-10-01 08:03:11,72.04725727608306,UDP,192.168.1.243,192.168.1.87,15673,458,93,408210,206776,Attack
2023-10-01 08:03:13,31.051191229863985,TCP,192.168.1.200,192.168.1.55,23925,676,569,1234500,208691,Normal
2023-10-01 08:03:15,4.214850239536516,TCP,192.168.1.91,192.168.1.250,47736,571,735,288207,530137,Attack
2023-10-01 08:03:15,42.93809168542282,TCP,192.168.1.219,192.168.1.160,38848,709,901,66350,213044,Normal
2023-10-01 08:03:16,16.312208873091883,UDP,192.168.1.216,192.168.1.64,29164,187,913,391804,268458,Attack
2023-10-01 08:03:18,29.194599415800514,TCP,192.168.1.29,192.168.1.97,15961,992,696,193346,329067,Attack
2023-10-01 08:03:19,91.99509612437188,UDP,192.168.1.166,192.168.1.243,10096,20,360,410331,297065,Attack
2023-10-01 08:03:21,52.095716086266954,UDP,192.168.1.2,192.168.1.213,14805,971,862,298599,235859,Attack
2023-10-01 08:03:23,52.90947329895766,UDP,192.168.1.166,192.168.1.224,4932,81,41,424563,305985,Normal
2023-10-01 08:03:24,87.05423089178761,UDP,192.168.1.18,192.168.1.196,31153,619,626,46623,608951,Normal
2023-10-01 08:03:26,41.01268339816993,UDP,192.168.1.98,192.168.1.208,10515,507,884,145424,818599,Attack
2023-10-01 08:03:26,14.494724690715465,ICMP,192.168.1.100,192.168.1.119,55246,789,202,297345,683278,Attack
2023-10-01 08:03:27,18.32905775725362,ICMP,192.168.1.14,192.168.1.119,5283,1022,319,146529,1256291,Normal
2023-10-01 08:03:28,71.12672258296229,ICMP,192.168.1.53,192.168.1.11,7779,803,194,17494,114361,Attack
2023-10-01 08:03:29,10.820314191922066,ICMP,192.168.1.71,192.168.1.229,17235,95,13,45384,596838,Normal
2023-10-01 08:03:29,26.723235332782625,TCP,192.168.1.191,192.168.1.23,21249,206,645,329938,75069,Normal
2023-10-01 08:03:30,56.632310646570616,TCP,192.168.1.164,192.168.1.24,12091,423,876,759153,627366,Normal
2023-10-01 08:03:30,8.538116704655064,UDP,192.168.1.55,192.168.1.93,12758,370,203,60466,168480,Normal
2023-10-01 08:03:30,45.98473288198088,ICMP,192.168.1.175,192.168.1.96,10123,341,930,342593,23148,Normal
2023-10-01 08:03:31,22.17502232816222,ICMP,192.168.1.168,192.168.1.164,30835,505,999,117017,407623,Attack
2023-10-01 08:03:33,89.97646059839873,ICMP,192.168.1.14,192.168.1.52,53605,772,700,266996,147153,Normal
2023-10-01 08:03:36,61.52444534238407,UDP,192.168.1.45,192.168.1.199,16773,403,759,114644,86802,Normal
2023-10-01 08:03:38,36.21477981602415,ICMP,192.168.1.227,192.168.1.178,51076,967,817,680382,424439,Normal
2023-10-01 08:03:39,5.10658009707069,ICMP,192.168.1.216,192.168.1.245,60303,5,661,290245,1049253,Attack
2023-10-01 08:03:41,95.8271763621247,UDP,192.168.1.166,192.168.1.198,35827,146,139,323987,40725,Normal
2023-10-01 08:03:43,63.93679257160885,ICMP,192.168.1.67,192.168.1.133,19503,663,661,180478,739507,Attack
2023-10-01 08:03:44,86.30685025062745,TCP,192.168.1.15,192.168.1.162,6762,686,144,99455,691407,Attack
2023-10-01 08:03:44,66.04811006751102,ICMP,192.168.1.132,192.168.1.71,17644,343,904,263394,299816,Normal
2023-10-01 08:03:46,80.06026046085123,ICMP,192.168.1.198,192.168.1.107,1201,1004,389,414636,432510,Normal
2023-10-01 08:03:47,23.693228832029835,ICMP,192.168.1.118,192.168.1.165,58719,133,277,287821,104674,Attack
2023-10-01 08:03:49,65.74229659132713,ICMP,192.168.1.148,192.168.1.248,32525,159,811,711198,81431,Attack
2023-10-01 08:03:50,95.99445500514635,UDP,192.168.1.95,192.168.1.70,47630,314,410,671922,84875,Normal
2023-10-01 08:03:52,59.51539282651983,TCP,192.168.1.69,192.168.1.25,27560,506,957,5243,3670,Attack
2023-10-01 08:03:52,67.07494608797798,TCP,192.168.1.177,192.168.1.45,34749,713,138,259141,31257,Normal
2023-10-01 08:03:53,19.984603830227087,UDP,192.168.1.131,192.168.1.251,36886,113,593,1030702,156556,Attack
2023-10-01 08:03:55,83.62313104138664,TCP,192.168.1.151,192.168.1.76,36761,114,75,87671,691951,Attack
2023-10-01 08:03:56,55.81315716282648,TCP,192.168.1.151,192.168.1.27,23709,534,478,721477,283683,Attack
2023-10-01 08:03:56,54.94851559825472,TCP,192.168.1.228,192.168.1.226,47762,22,744,46741,209269,Attack
2023-10-01 08:03:57,41.584180685116465,TCP,192.168.1.139,192.168.1.98,34671,1,567,301685,1005927,Attack
2023-10-01 08:03:59,16.63457172088405,ICMP,192.168.1.54,192.168.1.155,14518,497,772,286772,405271,Attack
2023-10-01 08:04:00,17.484654442860915,TCP,192.168.1.138,192.168.1.33,34895,837,487,914165,408297,Normal
2023-10-01 08:04:02,39.26755291768658,ICMP,192.168.1.91,192.168.1.226,3553,984,647,310431,985120,Normal
2023-10-01 08:04:03,59.59611400293509,TCP,192.168.1.237,192.168.1.81,4659,322,142,400615,352566,Normal
2023-10-01 08:04:04,32.773839985232755,ICMP,192.168.1.51,192.168.1.30,49107,165,635,395458,279172,Attack
2023-10-01 08:04:06,96.33876607436834,ICMP,192.168.1.81,192.168.1.147,47565,120,432,183873,35146,Attack
2023-10-01 08:04:08,77.67342235167403,ICMP,192.168.1.155,192.168.1.91,46440,390,226,289061,97348,Attack
2023-10-01 08:04:09,11.087498623801462,TCP,192.168.1.209,192.168.1.60,63402,54,49,84203,90873,Normal
2023-10-01 08:04:09,80.04397209260222,TCP,192.168.1.8,192.168.1.10,35491,885,207,356414,568499,Attack
2023-10-01 08:04:10,47.73049221233154,ICMP,192.168.1.135,192.168.1.2,15718,351,342,36699,315849,Normal
2023-10-01 08:04:10,47.40102001842954,TCP,192.168.1.175,192.168.1.141,56462,767,53,215703,825797,Attack
2023-10-01 08:04:10,65.13986908666737,ICMP,192.168.1.101,192.168.1.224,58598,356,4,126100,1097577,Attack
2023-10-01 08:04:11,64.09802577795612,ICMP,192.168.1.83,192.168.1.53,64410,1004,222,457249,631753,Normal
2023-10-01 08:04:11,2.2850328677702425,UDP,192.168.1.133,192.168.1.33,52543,412,562,660645,181693,Attack
2023-10-01 08:04:13,75.02173347633942,UDP,192.168.1.8,192.168.1.92,47560,930,519,673343,46049,Normal
2023-10-01 08:04:13,54.3386749998872,ICMP,192.168.1.69,192.168.1.67,25083,903,502,447605,137561,Attack
2023-10-01 08:04:14,86.06437001524046,ICMP,192.168.1.20,192.168.1.12,1701,492,357,195206,546577,Attack
2023-10-01 08:04:15,65.89671249684106,ICMP,192.168.1.5,192.168.1.48,22191,156,162,658882,158347,Attack
2023-10-01 08:04:16,43.35306132581095,UDP,192.168.1.61,192.168.1.178,31397,792,378,199526,212034,Normal
2023-10-01 08:04:17,41.54047973875928,UDP,192.168.1.105,192.168.1.196,55477,113,688,63781,158142,Attack
2023-10-01 08:04:18,61.62889675475519,UDP,192.168.1.138,192.168.1.221,27564,236,453,18446,85455,Normal
2023-10-01 08:04:19,14.284290480188044,UDP,192.168.1.116,192.168.1.54,43323,798,135,34714,61076,Normal
2023-10-01 08:04:20,97.72066072622985,UDP,192.168.1.104,192.168.1.8,59418,741,940,309695,127414,Attack
2023-10-01 08:04:23,75.24296102352888,UDP,192.168.1.178,192.168.1.19,27873,440,652,171962,201697,Attack
2023-10-01 08:04:24,96.03897360138474,TCP,192.168.1.186,192.168.1.28,42341,613,987,390533,146582,Normal
2023-10-01 08:04:24,96.5527231134118,UDP,192.168.1.170,192.168.1.219,54445,661,459,402185,132497,Normal
2023-10-01 08:04:26,38.09670746059361,ICMP,192.168.1.203,192.168.1.68,7737,131,786,764101,362258,Attack
2023-10-01 08:04:26,31.799451672442924,TCP,192.168.1.85,192.168.1.177,13542,331,668,655153,256518,Attack
2023-10-01 08:04:28,25.607805608252242,UDP,192.168.1.16,192.168.1.69,56806,63,22,883483,363959,Attack
2023-10-01 08:04:30,42.704060777154915,UDP,192.168.1.113,192.168.1.108,40261,639,480,61787,789596,Attack
2023-10-01 08:04:32,74.14398196813809,ICMP,192.168.1.103,192.168.1.101,4097,830,420,945889,529147,Attack
2023-10-01 08:04:33,30.28013445852228,UDP,192.168.1.114,192.168.1.30,39269,222,774,8345,49824,Attack
2023-10-01 08:04:33,93.03303408478324,TCP,192.168.1.113,192.168.1.172,44610,780,485,845171,135685,Attack
2023-10-01 08:04:36,31.61219150416378,UDP,192.168.1.232,192.168.1.32,36976,873,265,31804,11489,Normal
2023-10-01 08:04:38,72.56886444605989,ICMP,192.168.1.148,192.168.1.134,37082,593,780,18292,25453,Attack
2023-10-01 08:04:39,30.990348726565166,ICMP,192.168.1.157,192.168.1.142,20683,462,167,433574,879131,Normal
2023-10-01 08:04:40,12.785566085028254,TCP,192.168.1.46,192.168.1.113,4649,560,811,425424,84034,Attack
2023-10-01 08:04:41,54.321572267794075,UDP,192.168.1.24,192.168.1.53,55714,326,711,279722,242676,Normal
2023-10-01 08:04:43,57.84103526643389,TCP,192.168.1.45,192.168.1.19,38207,910,41,170306,483446,Attack
2023-10-01 08:04:45,98.52600427812158,TCP,192.168.1.32,192.168.1.227,49261,614,701,166353,314596,Attack
2023-10-01 08:04:46,31.34373069213329,TCP,192.168.1.6,192.168.1.5,23490,345,778,84876,126751,Attack
2023-10-01 08:04:47,82.03004656450533,ICMP,192.168.1.37,192.168.1.176,34134,345,318,22296,111528,Attack
2023-10-01 08:04:49,28.782560126508816,UDP,192.168.1.22,192.168.1.97,53960,254,74,113452,172904,Normal
2023-10-01 08:04:50,90.72082376655389,TCP,192.168.1.118,192.168.1.212,20419,899,186,15111,148726,Normal
2023-10-01 08:04:52,54.27865356205652,ICMP,192.168.1.116,192.168.1.12,31776,44,851,343671,1118049,Attack
2023-10-01 08:04:53,7.974518390025642,TCP,192.168.1.187,192.168.1.205,3401,893,428,1116087,178085,Attack
2023-10-01 08:04:55,56.46096261285207,UDP,192.168.1.231,192.168.1.41,17856,847,803,229025,58175,Normal
