ip,degree,total_byte_count,total_packet_count,unique_dst_ports,avg_duration,packets_per_second,bytes_per_second,anomaly_score,is_anomaly,is_spike
192.168.1.74,17,16125011,10838,10,53.00120592088129,11.360328517994962,16902.14267542743,0.05950423174634489,False,True
192.168.1.64,20,16251055,10216,10,55.04302209406604,8.83810830090006,14059.180118821792,0.08732819446224299,False,False
192.168.1.118,13,8966384,6341,9,50.90050898651679,9.582796724064933,13550.391929018802,0.11607819532324126,False,False
192.168.1.167,16,9546847,8167,9,41.53407070493947,12.289609261422475,14365.987426054044,0.09849007382054842,False,False
192.168.1.97,22,15070688,11386,12,51.181317984214495,9.67234721101853,12802.47031836733,0.05423531299205886,False,True
192.168.1.49,19,15525407,8185,11,48.52132147031811,8.878354105580922,16840.569453789223,0.09048968933888824,False,False
192.168.1.190,17,11870482,10520,7,52.17059531499527,11.202564220624467,12640.668910148932,0.0968946965546113,False,False
192.168.1.201,5,3576417,1327,2,33.43490921834926,7.937811293782338,21393.310666070196,-0.16011665163378164,True,False
192.168.1.206,19,11365463,9094,9,41.56474657635413,10.939559060337814,13671.998431557531,0.09010216602634141,False,False
192.168.1.116,23,16684238,9724,11,57.95421079503661,7.295114589531442,12516.806668964922,0.01263722585400101,False,True
192.168.1.238,17,14800864,9054,4,51.94731954172936,9.682886517290644,15828.924946968464,0.08290707842944361,False,True
192.168.1.50,18,15951283,8748,13,50.42442824775439,9.130912707018814,16649.493900086098,0.07452904997648652,False,False
192.168.1.223,14,8319362,8120,8,63.845163046024005,9.08447832738552,9307.520170772741,0.048871431389821474,False,False
192.168.1.117,11,7117832,5599,7,52.68105246706552,9.661917827442993,12282.891211563532,0.09223715216562312,False,False
192.168.1.186,14,14011699,9300,12,53.93783514739395,10.77629456969564,16235.935037194604,0.0776948930261312,False,False
192.168.1.182,12,11316872,6043,6,46.49042856831412,9.99874959558822,18724.89977384141,0.08453664449014053,False,False
192.168.1.39,10,7394038,4139,7,37.97749038132672,9.90778283384776,17699.570613485874,0.04691071601920571,False,False
192.168.1.230,16,11677534,6184,8,44.099144088228634,8.764342437729269,16550.114295638166,0.09747247413198001,False,False
192.168.1.128,14,9305013,7839,8,44.73649480760757,12.516147584574597,14856.8587810161,0.10367082672409866,False,False
192.168.1.23,21,16969627,9765,5,51.32348682283346,9.060179438025337,15744.78910561798,0.05823108796476212,False,False
192.168.1.109,18,14299435,9383,8,53.16725175130986,9.804489805417395,14941.773918866962,0.11119941667531041,False,False
192.168.1.99,16,13566414,9548,10,34.69331871315487,16.18891128482806,23002.248921161434,-0.057826470716700884,True,False
192.168.1.81,15,10365962,7931,10,53.405387293943825,9.28160107278561,12131.22229474907,0.11186408228025035,False,True
192.168.1.15,22,16608075,11336,12,47.39292713679434,10.399643891899288,15236.244330447713,0.058488290800269405,False,False
192.168.1.37,7,6582999,2242,3,52.867195465768035,6.058307263397432,17788.50609127477,-0.06318737456516865,True,False
192.168.1.226,21,19867346,10412,6,48.42660862670777,9.348076708478132,17837.25263175914,8.338395012874589e-05,False,False
192.168.1.200,13,10481743,7229,12,54.622310048460356,8.823012664710939,12792.993669559446,0.07729414637844462,False,False
192.168.1.42,11,8089012,4538,5,58.87859444547618,7.006713703525775,12489.50886478282,0.06969761109734901,False,False
192.168.1.44,14,16198791,8774,12,52.79733975887036,11.078841017459787,20454.049483024668,0.008522868780839854,False,False
192.168.1.122,18,12085820,7684,8,49.741472027718075,8.130460079794547,12788.037095468837,0.11297810566762129,False,True
192.168.1.139,25,19522640,14512,12,49.8375185710135,11.64744988603062,15669.030529425083,-0.10181840395176112,True,True
192.168.1.13,15,12040677,7581,8,56.26467663989733,8.98254518078258,14266.709558067492,0.11892055513401328,False,False
192.168.1.244,12,9105926,6583,7,62.9272878825906,7.47234310481661,10336.108667639419,0.05635558866802021,False,False
192.168.1.221,22,15547980,8235,11,41.20248633372551,9.084844511235012,17152.51739693889,0.05403422274249331,False,False
192.168.1.80,13,9220671,6403,9,40.45914037667725,11.304173509350862,16278.629526259523,0.09306932434699261,False,False
192.168.1.160,16,11225972,8971,10,48.09294839395078,11.658413940587687,14588.900731406426,0.1063891475925462,False,True
192.168.1.21,15,12442710,5841,8,59.46115077082942,6.1395128628942235,13078.612924886593,0.054400811877496014,False,False
192.168.1.132,14,9959927,4893,7,38.26326310405288,9.134087676985935,18592.856422313405,0.06426455907093026,False,False
192.168.1.179,16,13378798,8927,6,45.741358168944906,12.197659237385729,18280.499497011057,0.08724782340233561,False,False
192.168.1.119,16,14242763,8738,7,37.30353748905932,13.77885408724977,22459.25305290453,-5.55893000858676e-05,True,False
192.168.1.209,18,10493127,7639,9,47.47553534617831,8.939106969397267,12278.987393175892,0.1141627122775426,False,False
192.168.1.194,12,7694769,5632,7,42.36146982344259,11.079250443609656,15137.122311208064,0.07887579474162937,False,False
192.168.1.41,25,16541887,12334,13,55.32477121489195,8.917524450009848,11959.841233322526,-0.028597260822248893,True,True
192.168.1.52,11,6539533,3499,4,54.58099862522442,5.827868985597939,10892.123907114674,0.01664165746985724,False,False
192.168.1.62,20,10854777,8472,14,50.79940425656884,8.33868046681324,10683.960923219267,0.0427535570872582,False,True
192.168.1.229,18,13024558,7344,10,46.35222706342857,8.33889416490279,14788.9992792263,0.10789634496751949,False,True
192.168.1.233,20,14725963,11235,11,47.78977059690533,11.754607586176123,15407.024156079118,0.07786788222204116,False,False
192.168.1.232,17,11090224,6429,10,42.33643800349917,8.932647346405913,15409.09316917828,0.09489021442195655,False,False
192.168.1.237,14,13718641,6117,6,62.27527699762725,6.548345020055672,14686.02165674049,0.030874686568927,False,False
192.168.1.193,14,9938344,6551,7,48.35549091139126,9.676844606665755,14680.477871407262,0.12441088683049406,False,False
192.168.1.107,18,14252585,8049,14,42.48832215052633,9.97054149247267,17655.111208534425,0.04994713929231587,False,False
192.168.1.108,18,13416290,8540,11,48.55773977679007,9.770727522025693,15349.755731437714,0.11807807925297747,False,True
192.168.1.66,16,13235952,8783,7,55.63271572964911,9.867170653102725,14869.793594475272,0.1120252788606646,False,False
192.168.1.57,22,20153709,10976,10,50.82822757770064,9.388826131598433,17239.40139466386,0.002541911938026775,False,False
192.168.1.54,16,12814883,8784,6,45.085265941095045,11.460637340545567,16719.80038985913,0.10365289902863489,False,False
192.168.1.102,13,9432795,7743,9,45.784096659035434,12.079989973162014,14716.26876131897,0.10662389336615835,False,True
192.168.1.51,14,7206752,6286,10,37.24792731940839,12.05436200918606,13820.044148651868,0.02213555583794785,False,True
192.168.1.14,17,14777604,9198,8,43.78725518320656,11.670062392857647,18749.245563920715,0.09155008154531241,False,True
192.168.1.92,14,10653989,7539,7,50.5307809388945,9.946412674836363,14056.10442063499,0.12683622519155313,False,False
192.168.1.217,15,12262593,6913,6,52.33601343724466,8.805918456500036,15620.337628127898,0.11188586635247261,False,False
192.168.1.35,15,8696015,7187,6,41.94465648859016,11.422988610329131,13821.41092253392,0.1050168128280628,False,False
192.168.1.218,13,12815448,6178,7,57.18371498722173,7.716982262945385,16007.864180592249,0.08320872873225321,False,False
192.168.1.245,17,14340644,9670,6,38.445863532457274,14.79544161965682,21941.69194315221,-0.008185544521949972,True,False
192.168.1.134,19,14529207,9377,10,33.046600801686075,14.934253563661331,23139.902038703545,-0.05239143882813002,True,False
192.168.1.77,12,9548461,4622,7,48.92731284248552,7.266666425827772,15012.003670927277,0.08637278852478814,False,False
192.168.1.219,15,11175142,7029,7,49.165156204166784,9.531140266371935,15153.200440834287,0.1250959564136973,False,False
192.168.1.31,20,14364451,10396,12,55.497143318656875,8.514770784365679,11765.10270375648,0.0754078576665273,False,False
192.168.1.7,6,6828853,4992,5,57.62370374456423,9.625668442372373,13167.523000741166,0.017286586941418935,False,False
192.168.1.27,17,14427242,8527,6,45.390184151827135,11.050588242081998,18697.022494531673,0.09418106064996212,False,False
192.168.1.46,18,12296267,12121,8,44.8299714712893,14.230376408551068,14436.144528507964,0.02682933396445647,False,False
192.168.1.20,11,7760941,6601,5,47.96646630237421,12.51063410233341,14709.027895894193,0.08322334200924503,False,False
192.168.1.30,17,13846009,8018,4,56.86469198042155,8.294198779550534,14322.967192497594,0.07214137409664773,False,False
192.168.1.69,17,9900618,10033,7,55.926945911846325,10.552631847955519,10413.393483628195,0.07760657025930667,False,False
192.168.1.48,10,8669050,3473,6,51.95824368101851,6.684213618384417,16684.647874591257,0.037379433043742916,False,False
192.168.1.199,18,8953515,8261,6,48.20068975387414,9.521532716397626,10319.717467528979,0.08624658333488638,False,False
192.168.1.96,18,12453306,8186,6,48.70766650039896,9.336882886271153,14204.136289872695,0.1098495610020177,False,False
192.168.1.63,12,6929907,5966,6,44.81257984899772,11.094354940999594,12886.83338352626,0.09151113154200707,False,False
192.168.1.180,16,12656015,7288,7,55.05157563710009,7.7873499058223095,13523.163723701391,0.1104279841334635,False,False
192.168.1.58,10,6971802,4550,6,46.74707628908309,8.848390027184667,13558.071052374971,0.083465555931235,False,False
192.168.1.111,9,7895859,4033,6,37.96503850883474,11.803257120543481,23108.56780673378,-0.01953187274146606,True,False
192.168.1.65,14,9988898,7830,8,42.93246670953791,12.158630519220367,15511.02427537411,0.10561849568081488,False,False
192.168.1.153,14,11187104,9280,8,41.66525127415665,14.848504395085737,17899.974451754442,0.04666641333391219,False,False
192.168.1.243,19,14643405,7317,9,50.47204385220022,7.6300707038062,15269.948817065631,0.09047757916494908,False,True
192.168.1.91,18,13355720,9170,11,45.69726583766557,10.561497938670186,15382.378326003945,0.1191966056579487,False,False
192.168.1.216,10,6778676,4894,6,35.79311712563731,13.673019823396732,18938.490258353835,0.011429060694730653,False,False
192.168.1.166,14,10088293,6013,9,54.83808117368283,7.832148587396599,13140.364172491767,0.10901994528206077,False,False
192.168.1.29,12,7344261,6910,6,43.57069074078581,13.21607079307341,14046.63868289553,0.08896786798777051,False,False
192.168.1.2,17,12761818,10123,10,51.048718432817,11.66475097742105,14705.465671161668,0.10385555360207188,False,False
192.168.1.18,14,12134350,7363,7,51.85133580007993,9.466808503435123,15601.46241527339,0.11993738966702394,False,False
192.168.1.98,19,13398658,12325,12,51.47756589790767,11.971234250317337,13014.074933702912,0.05790096016575813,False,False
192.168.1.100,16,10961384,8171,10,50.72608985827451,10.067551065473971,13505.604352988537,0.11888018448559357,False,False
192.168.1.71,11,7339742,6047,6,50.48604907372071,10.888696636263818,13216.508024879158,0.09444244288829506,False,False
192.168.1.191,13,10006290,6135,6,37.74970507544705,12.501371228725771,20389.95043395051,0.04393812086946092,False,False
192.168.1.164,19,12144221,8798,7,42.38888412814421,10.923916519696784,15078.70611511123,0.08940384833766696,False,False
192.168.1.55,16,7892675,8113,10,49.39328073945624,10.265819407192149,9987.030221824269,0.06766062078390955,False,False
192.168.1.177,26,18026837,10992,16,45.52397964108637,9.28673710212436,15230.21251836319,-0.09058321054029694,True,True
192.168.1.175,17,10577318,9341,9,50.584162932651,10.862502340245756,12300.197144687247,0.11859199094078932,False,False
192.168.1.45,18,12234179,8105,8,47.56967999922566,9.465646558587473,14288.02151122679,0.11808140451127824,False,False
192.168.1.227,18,11574985,7663,8,62.066996112595376,6.4980716763226525,9815.357194618238,0.013300667696599155,False,True
192.168.1.67,18,12063003,9926,8,57.6308208256226,9.568568285934822,11628.61857132144,0.09455167328105613,False,False
192.168.1.148,11,8158869,6507,7,65.71775002670091,9.001304127197166,11286.377931913481,0.041705794924628725,False,False
192.168.1.95,12,10573685,6358,6,52.10748203123459,9.385925091981179,15609.282062945109,0.12078164666660085,False,False
192.168.1.131,18,15298972,9048,8,41.349167494323865,10.940969973871963,18499.73400564853,0.08339362022602892,False,False
192.168.1.151,14,10190884,4435,12,54.05680600850913,5.860237362818824,13465.839724228308,0.03396373852422008,False,False
192.168.1.228,11,8562017,6619,4,44.797937245773674,13.432030796999271,17375.02281740917,0.06394207177569616,False,False
192.168.1.138,15,13403666,4698,8,52.78238438297675,5.9337978695220235,16929.468870707704,0.04245492381494559,False,False
192.168.1.155,14,11199953,7410,6,52.14807620234107,8.88096040596046,13423.25764394306,0.11818093617588105,False,False
192.168.1.135,19,16381020,12274,11,50.35674533204937,11.606711010058124,15490.448524521942,0.06263246282292234,False,False
192.168.1.101,20,15084067,9373,10,57.69089102106752,8.123466143534838,13073.179086878386,0.08780208804653772,False,False
192.168.1.83,12,13411127,5448,6,48.09141197052876,8.714173818263864,21451.338431867032,0.012781419957823281,False,False
192.168.1.133,21,18591433,11303,11,48.324749912507876,11.137938555555428,18319.936159756304,0.019946006110891312,False,False
192.168.1.61,16,9771488,7624,12,57.632770925047886,7.781520496707255,9973.378037162774,0.06478124753630254,False,False
192.168.1.5,15,9231091,7464,8,39.652459503128306,12.549032424098252,15519.997356484668,0.08918289922317152,False,True
192.168.1.104,14,8472517,7331,8,41.60951712367501,12.584689593643818,14544.263609585369,0.09642575141620457,False,False
192.168.1.178,17,12436680,8493,10,56.10231226178775,8.410229709100726,12315.475758692903,0.11716389489021944,False,False
192.168.1.170,15,13823502,6271,8,53.33582178552454,7.838384272915261,17278.57130815064,0.08565992789294014,False,False
192.168.1.203,10,8463459,4563,4,67.79954162664083,6.730133995783588,12483.062269958486,0.003251568057505594,False,True
192.168.1.85,9,5120976,5380,5,58.451679185414655,10.226870914718567,9734.490800998481,-0.002868009665286775,True,False
192.168.1.16,22,17149380,10301,13,33.661764561866676,12.75061895654623,21227.571082517698,-0.08247404407142889,True,True
192.168.1.113,18,13563064,9282,12,40.63128315423038,12.69137045732156,18544.91163115294,0.06703166129247345,False,False
192.168.1.103,13,10684618,6701,6,55.893518163092374,9.222205998152898,14704.63336928405,0.11273867274827698,False,False
192.168.1.114,13,8427701,6686,7,56.288224304716614,9.137038850674784,11517.234738090148,0.10358256301100427,False,False
192.168.1.157,12,9266234,5778,6,46.025865303668446,10.461508910765062,16777.222146111835,0.10640131761543281,False,False
192.168.1.24,14,12209692,8111,7,58.419346327975866,9.917213718971384,14928.630872496013,0.10288704271056182,False,False
192.168.1.32,12,8601330,5644,9,58.434031744249886,8.048962553052244,12266.439241042674,0.08065764711313844,False,False
192.168.1.6,13,10252933,5413,5,46.256675192571,9.001611413945469,17050.234383746196,0.09893754926616688,False,False
192.168.1.22,10,7103469,5605,7,54.42203136616901,10.299137792721755,13052.561291227015,0.08243500552500121,False,False
192.168.1.187,9,4534887,4999,5,33.19911391682536,16.73070088063237,15177.40306550676,-0.10957786277008952,True,False
192.168.1.231,13,8649859,7756,6,44.864718068794,13.298097264325952,14830.668682917125,0.09839071420786771,False,False
192.168.1.205,14,12177578,7730,9,51.12788503174612,10.799250874547674,17012.77100470537,0.10857119173595536,False,False
192.168.1.34,19,17862009,11416,11,54.11268437137048,9.589416916519324,15004.051442503542,0.04990261362794762,False,False
192.168.1.93,12,7998738,6660,6,40.66590968878702,13.64779502653134,16391.16166590499,0.07779961029996568,False,False
192.168.1.25,17,10879358,9540,9,51.26767706050586,10.946009313547355,12482.762473104396,0.11525724710086199,False,True
192.168.1.211,14,8221486,6081,9,50.522748921605874,8.597258702829441,11623.45700767808,0.10473870370719518,False,False
192.168.1.222,21,16244377,11089,11,54.153298125011446,9.750978007445367,14284.296408301141,0.07680723740054562,False,False
192.168.1.149,18,16541726,9311,7,53.389581878278086,8.304634289734809,14753.837928364066,0.0855173288487101,False,True
192.168.1.47,19,14160216,11494,12,45.55367293756933,13.279881278730794,16360.360828361256,0.05039770833286028,False,False
192.168.1.158,19,14045677,10137,8,54.07963390855281,9.865568185828554,13669.585100091135,0.09738551702723336,False,False
192.168.1.112,13,7595186,6934,8,52.9693720584556,9.350416949234928,10242.018446350135,0.09104386416277188,False,False
192.168.1.210,15,10294422,8771,8,39.84261284305415,14.67607899202502,17225.145416627547,0.04902795317171876,False,False
192.168.1.43,10,11735150,5754,6,64.6928011139313,8.085766887256701,16490.734669271893,0.032407839530936455,False,False
192.168.1.204,16,12946180,6737,10,51.72955049410632,8.139689906023303,15641.66404446501,0.10402854183493526,False,False
192.168.1.82,17,15216769,6364,10,56.917769833498994,6.577083787217273,15726.267235029918,0.05000798345261037,False,False
192.168.1.12,15,8588718,7364,5,46.32056940371873,10.59860316168566,12361.27291548432,0.1091037144538003,False,False
192.168.1.207,16,13439333,7342,6,45.48843154764215,10.087729657581155,18465.317091011868,0.09044650627856932,False,False
192.168.1.184,15,11900925,7072,8,43.165060405752605,10.922414152438769,18380.490900326975,0.10326016686195427,False,False
192.168.1.68,20,21391608,8461,10,46.180670870779934,8.32796280000022,21055.255366527257,-0.06292053022907773,True,False
192.168.1.10,21,17364987,9827,11,56.33767519685937,7.928651947759447,14010.475017845474,0.060180194519891206,False,False
192.168.1.192,19,14509396,11602,10,54.756134446030444,10.594246761004774,13249.105462604346,0.0845221011691098,False,False
192.168.1.144,20,14391177,8816,13,47.826582595558136,9.21663175743899,15045.165490599544,0.0830489921608672,False,False
192.168.1.248,18,11234562,11822,9,57.6776746951937,11.38703634029316,10821.211788299492,0.03602924824119136,False,False
192.168.1.162,22,16130108,11511,12,57.02111893945551,9.17602604892462,12858.160992091685,0.038607694266010295,False,False
192.168.1.247,17,12360543,9536,7,43.84664953227098,12.082514477824883,15661.32967190405,0.09651261328441402,False,False
192.168.1.9,24,16488973,11032,10,42.47033272627474,10.82324147609724,16176.952182002131,0.016351598443905768,False,False
192.168.1.78,14,7609573,6253,7,52.85955751093093,8.449613999332005,10282.737014191402,0.09297799891579722,False,False
192.168.1.123,14,6583828,5979,6,52.05879804779852,8.203635976752803,9033.505309508691,0.0649770925380675,False,False
192.168.1.142,18,15843734,11219,6,53.00184093475482,10.583594647033648,14946.39971043988,0.07411776409181609,False,False
192.168.1.59,13,10301018,6423,7,51.40358097831718,8.925170300474536,14313.924944457978,0.12759604081467102,False,False
192.168.1.185,10,6780682,4777,5,50.1103431604586,9.532962056762498,13531.501826454354,0.09045971457129781,False,False
192.168.1.143,15,11064640,7178,8,55.993285583628705,8.546262794645626,13173.770015066562,0.12117062256935923,False,False
192.168.1.213,12,9898701,5461,4,52.664843566383624,7.976420219447142,14458.19425062473,0.0997462629447457,False,True
192.168.1.28,14,13477116,7325,7,41.968074596634736,10.908589550513005,20070.488296061656,0.06279782843110104,False,False
192.168.1.146,17,10631989,8579,10,58.08004496952718,8.206107818290677,10169.862228334361,0.08917787038728398,False,False
192.168.1.195,17,12909909,9658,7,44.18450594441961,12.85784767568676,17187.165399562808,0.08822562073052365,False,False
192.168.1.220,15,10754282,7415,11,44.84037757734986,11.024290160817802,15988.985197472692,0.09263416405700503,False,False
192.168.1.152,17,9191473,8025,6,50.79629033814505,9.293175158795467,10643.983620727633,0.09839603977904748,False,False
192.168.1.137,11,9071957,3656,2,58.60795239403395,5.198384420911461,12899.212236318019,-0.04962549862501775,True,False
192.168.1.145,15,12499031,8261,8,46.44425331161158,11.116822064849863,16819.93749062371,0.11022551759381038,False,True
192.168.1.253,12,5514589,6313,9,52.538729187807654,10.013248159329638,8746.863322304684,0.026955155666401998,False,False
192.168.1.234,13,7541962,7221,6,46.40172130922561,11.115659068948496,11609.732488985588,0.0929347523077082,False,False
192.168.1.236,13,10323381,4753,6,51.77137257215084,7.0621149575636055,15338.71310177318,0.09107767556602636,False,False
192.168.1.225,15,10784312,9307,7,55.84835076259607,11.109847617599097,12873.327923137998,0.10648032041010536,False,False
192.168.1.87,21,16282527,10527,8,50.181178082143845,9.989516656327538,15451.180267274898,0.07310803885162293,False,False
192.168.1.172,16,12273361,8189,9,57.224944112449776,8.943870683285661,13404.732401182267,0.11694095390225034,False,False
192.168.1.254,20,14201989,12591,12,57.42314783307792,10.96334881936506,12366.083657833813,0.03677737490644206,False,True
192.168.1.188,8,8368359,3540,4,40.62694867480586,10.891785241907895,25747.56187999636,-0.06624280043394204,True,False
192.168.1.89,13,8721882,4902,7,53.68356434102476,7.02406644762897,12497.568077596707,0.08965503387585827,False,False
192.168.1.11,12,9384371,4854,5,57.62590560758114,7.019412462765441,13570.822157522576,0.08545790647912316,False,False
192.168.1.249,16,12699323,8392,8,47.062797994613916,11.144683749147813,16864.863997054224,0.11361713482445018,False,True
192.168.1.19,15,8104804,6584,5,48.52712978317905,8.479792681714263,10438.495997255239,0.08442463124889016,False,False
192.168.1.127,11,5860033,6523,4,41.26645041404864,14.370026838996568,12909.52498657145,0.009239885539762405,False,False
192.168.1.115,15,11264579,6310,6,56.033126733258115,7.507463730682417,13402.284989525644,0.0948013202600041,False,True
192.168.1.156,13,9262406,5495,7,58.864304853528125,7.180791631602407,12103.986804968867,0.08394158490974363,False,False
192.168.1.36,19,15375927,7892,8,48.1132027579701,8.201491012456728,15978.906119955744,0.09236904208321622,False,False
192.168.1.3,11,9903417,5474,6,55.493107312389796,8.967534667593892,16223.828146718799,0.0987513578457564,False,False
192.168.1.241,15,13181714,10662,8,39.73178812534462,16.771835133564608,20735.465577358886,-0.04340727078558593,True,False
192.168.1.159,18,11441407,9521,9,48.826358930055946,10.263006993327744,12333.078463870288,0.1132413898117468,False,False
192.168.1.136,15,11440019,7433,6,48.952938771157974,10.122647297025832,15579.614880704179,0.12036421094303845,False,False
192.168.1.196,14,6889567,7877,4,57.36027287699146,9.80892922788982,8579.31637854579,0.01968788020769152,False,False
192.168.1.125,10,9316513,7019,7,40.50452052489236,17.32892997878205,23001.16846038078,-0.06550369556240743,True,False
192.168.1.110,16,13085959,8307,11,71.16838644853219,6.866069096239957,10816.070625323599,-0.04856230154610153,True,False
192.168.1.242,13,12400563,6697,7,60.6598413929038,8.492502359462328,15725.22182113801,0.07961581418046298,False,False
192.168.1.214,19,9173633,9411,8,45.49815743026687,10.886502167320382,10611.919619243627,0.06558127886185527,False,True
192.168.1.76,13,9141364,6697,5,51.571177376418326,9.989181406383942,13635.171464504634,0.11605137340397997,False,False
192.168.1.88,15,10175502,9026,9,53.836324705782346,11.177087897842766,12600.540688973504,0.11200507019865913,False,False
192.168.1.251,22,16685863,11190,10,59.924871159930994,8.487900829671961,12656.653297720524,0.024124953506186597,False,False
192.168.1.173,20,12505082,14170,9,56.13618966384863,12.02008737683255,10607.775461852923,-0.04496950890297313,True,False
192.168.1.121,16,11198989,9564,8,63.98858673617921,9.34150964240677,10938.463376067268,0.06429594799139998,False,False
192.168.1.252,20,16744480,9035,10,52.961755828650055,8.529739864772809,15808.086172760486,0.08217130840043535,False,False
192.168.1.106,13,10836117,5702,8,66.58119777306504,6.117128076816888,11625.029032685512,0.017164714494548428,False,False
192.168.1.197,8,6394101,3452,5,38.09848405976295,11.32590995807419,20978.856369881847,-0.014455466962316366,True,False
192.168.1.75,13,9830129,6917,7,39.908775786174814,13.332328857384923,18947.30555710805,0.07726487355506101,False,False
192.168.1.86,23,15429787,10125,14,47.36141097827095,9.294853810548764,14164.702665966002,0.030652834983933674,False,True
192.168.1.240,19,10578813,9183,8,41.79835141593025,11.563034739439082,13320.612242298788,0.08595650092604423,False,False
192.168.1.26,15,11646362,7844,7,49.89145556984967,10.481420663328004,15562.266613895723,0.12039162107612367,False,False
192.168.1.250,7,5592263,4037,3,36.37709871368605,15.853773558288477,21961.474183897695,-0.09646909013286786,True,False
192.168.1.154,15,13046956,8943,6,58.4236861662336,10.204765209501247,14887.747140634414,0.08125883309662796,False,False
192.168.1.1,13,11357565,6012,7,50.740716839965025,9.114209795658402,17218.102158653863,0.10869434890124097,False,False
192.168.1.84,9,6410074,4196,4,50.49352245865642,8.309976796401244,12694.844185704222,0.052521753671568416,False,False
192.168.1.165,15,8244012,9787,10,47.68717783807262,13.682224368197955,11525.127401462794,0.042823877735950755,False,False
192.168.1.140,16,11556849,7952,8,55.833577255669496,8.90145364901428,12936.714751277294,0.12187812666526249,False,False
192.168.1.73,8,4895883,3973,4,60.82048543717473,8.16542315356879,10062.158672379519,-0.033238892468644754,True,False
192.168.1.38,12,5872975,4648,6,58.96717201098926,6.568626578550333,8299.780481962487,0.00017985291555744354,False,False
192.168.1.56,11,10094035,5235,7,64.80061167864865,6.2143288043219505,11982.3595897486,0.028879743189990037,False,False
192.168.1.161,15,11976959,6521,7,61.95043233784403,7.017438247444889,12888.754818996977,0.06349169516810904,False,True
192.168.1.60,16,10844733,7699,6,59.37893493477806,8.10367347492065,11414.751935926306,0.09105710257172878,False,False
192.168.1.181,12,9187940,5670,6,48.67576106367167,9.707090134285385,15729.83452000107,0.11043264979812012,False,False
192.168.1.208,10,9825192,3830,4,56.45905402597937,6.783677243755525,17402.33195455061,0.04083598056893395,False,False
192.168.1.126,16,11765315,8593,8,58.81395727492025,8.594398534900822,11767.229838082936,0.10636558842816457,False,False
192.168.1.150,11,8258770,5109,4,70.32523848384727,6.604379245172757,10676.071477521124,-0.016037502107474677,True,False
192.168.1.189,11,8896687,6680,4,59.606172315817254,10.18808461739758,13568.892211152848,0.06383538624472435,False,False
